0;1,96;6;1,96
0,05;1,96;6;1,96
0,1;1,98;6;1,98
0,15;1,96;6;1,96
0,2;1,96;6;1,96
0,25;1,95;6;1,95
0,3;1,97;6;1,97
0,35;1,95;6;1,95
0,4;1,94;6;1,94
0,45;1,98;6;1,98
0,5;1,98;6;1,98
0,55;1,97;6;1,97
0,6;2;6;2
0,65;1,98;6;1,98
0,7;1,95;6;1,95
0,75;1,97;6;1,97
0,8;1,95;6;1,95
0,85;1,93;6;1,93
0,9;1,91;6;1,91
0,95;1,95;6;1,95
1;1,95;6;1,95
1,05;1,97;6;1,97
1,1;1,93;6;1,93
1,15;1,98;6;1,98
1,2;2,01;6;2,01
1,25;1,96;6;1,96
1,3;1,99;6;1,99
1,35;1,99;6;1,99
1,4;1,98;6;1,98
1,45;1,96;6;1,96
1,5;1,97;6;1,97
1,55;1,94;6;1,94
1,6;1,92;6;1,92
1,65;1,94;6;1,94
1,7;1,95;6;1,95
1,75;1,94;6;1,94
1,8;1,99;6;1,99
1,85;2;6;2
1,9;2,03;6;2,03
1,95;2,02;6;2,02
2;2,04;6;2,04
2,05;2,03;6;2,03
2,1;2,02;6;2,02
2,15;2,01;6;2,01
2,2;1,99;6;1,99
2,25;1,96;6;1,96
2,3;1,94;6;1,94
2,35;1,95;6;1,95
2,4;1,97;6;1,97
2,45;1,94;6;1,94
2,5;1,96;6;1,96
2,55;2;6;2
2,6;2,01;6;2,01
2,65;2;6;2
2,7;2;6;2
2,75;2,04;6;2,04
2,8;2;6;2
2,85;2,02;6;2,02
2,9;2,01;6;2,01
2,95;1,97;6;1,97
3;2;6;2
3,05;1,99;6;1,99
3,1;1,99;6;1,99
3,15;1,96;6;1,96
3,2;1,96;6;1,96
3,25;1,98;6;1,98
3,3;1,97;6;1,97
3,35;1,96;6;1,96
3,4;1,97;6;1,97
3,45;1,97;6;1,97
3,5;1,93;6;1,93
3,55;1,95;6;1,95
3,6;1,94;6;1,94
3,65;1,92;6;1,92
3,69999999999999;1,92;6;1,92
3,74999999999999;1,96;6;1,96
3,79999999999999;1,95;6;1,95
3,84999999999999;1,96;6;1,96
3,89999999999999;1,95;6;1,95
3,94999999999999;1,99;6;1,99
3,99999999999999;2,01;6;2,01
4,04999999999999;1,99;6;1,99
4,09999999999999;2,03;7;2,03
4,14999999999999;2,26;7;2,26
4,19999999999999;2,59;7;2,59
4,24999999999999;2,93;7;2,93
4,29999999999999;3,8;7;3,8
4,34999999999999;4,25;7;4,25
4,39999999999999;4,68;7;4,68
4,44999999999999;5,05;7;5,05
4,49999999999999;5,61;7;5,61
4,54999999999999;5,72;7;5,72
4,59999999999999;5,73;7;5,73
4,64999999999999;5,63;7;5,63
4,69999999999999;5,24;7;5,24
4,74999999999999;5,01;7;5,01
4,79999999999999;4,78;7;4,78
4,84999999999999;4,3;7;4,3
4,89999999999999;4,11;7;4,11
4,94999999999999;3,86;7;3,86
4,99999999999999;3,84;7;3,84
5,04999999999999;3,82;7;3,82
5,09999999999999;3,92;7;3,92
5,14999999999999;3,98;7;3,98
5,19999999999999;4,29;7;4,29
5,24999999999999;4,42;7;4,42
5,29999999999999;4,68;7;4,68
5,34999999999999;4,78;7;4,78
5,39999999999999;4,88;7;4,88
5,44999999999999;4,94;7;4,94
5,49999999999999;4,97;7;4,97
5,54999999999999;4,92;7;4,92
5,59999999999999;4,84;7;4,84
5,64999999999999;4,73;7;4,73
5,69999999999999;4,66;7;4,66
5,74999999999999;4,58;7;4,58
5,79999999999999;4,43;7;4,43
5,84999999999999;4,36;7;4,36
5,89999999999999;4,32;7;4,32
5,94999999999999;4,29;7;4,29
5,99999999999999;4,25;7;4,25
6,04999999999999;4,28;7;4,28
6,09999999999999;4,31;7;4,31
6,14999999999999;4,31;7;4,31
6,19999999999999;4,4;7;4,4
6,24999999999999;4,48;7;4,48
6,29999999999999;4,57;7;4,57
6,34999999999999;4,61;7;4,61
6,39999999999999;4,69;7;4,69
6,44999999999999;4,74;7;4,74
6,49999999999998;4,75;7;4,75
6,54999999999998;4,6;7;4,6
6,59999999999998;4,58;7;4,58
6,64999999999998;4,47;7;4,47
6,69999999999998;4,47;7;4,47
6,74999999999998;4,39;7;4,39
6,79999999999998;4,4;7;4,4
6,84999999999998;4,35;7;4,35
6,89999999999998;4,4;7;4,4
6,94999999999998;4,41;7;4,41
6,99999999999998;4,42;7;4,42
7,04999999999998;4,49;7;4,49
7,09999999999998;4,56;7;4,56
7,14999999999998;4,63;7;4,63
7,19999999999998;4,63;7;4,63
7,24999999999998;4,59;7;4,59
7,29999999999998;4,63;7;4,63
7,34999999999998;4,58;7;4,58
7,39999999999998;4,57;7;4,57
7,44999999999998;4,5;7;4,5
7,49999999999998;4,52;7;4,52
7,54999999999998;4,5;7;4,5
7,59999999999998;4,47;7;4,47
7,64999999999998;4,45;7;4,45
7,69999999999998;4,45;7;4,45
7,74999999999998;4,51;7;4,51
7,79999999999998;4,49;7;4,49
7,84999999999998;4,52;7;4,52
7,89999999999998;4,52;7;4,52
7,94999999999998;4,55;7;4,55
7,99999999999998;4,55;7;4,55
8,04999999999998;4,57;7;4,57
8,09999999999998;4,58;7;4,58
8,14999999999998;4,57;7;4,57
8,19999999999998;4,6;7;4,6
8,24999999999998;4,55;7;4,55
8,29999999999998;4,58;7;4,58
8,34999999999998;4,57;7;4,57
8,39999999999998;4,57;7;4,57
8,44999999999999;4,52;7;4,52
8,49999999999999;4,5;7;4,5
8,54999999999999;4,5;7;4,5
8,59999999999999;4,53;7;4,53
8,64999999999999;4,49;7;4,49
8,69999999999999;4,52;7;4,52
8,74999999999999;4,49;7;4,49
8,79999999999999;4,54;7;4,54
8,84999999999999;4,54;7;4,54
8,89999999999999;4,54;7;4,54
8,94999999999999;4,56;7;4,56
8,99999999999999;4,56;7;4,56
9,04999999999999;4,54;7;4,54
9,09999999999999;4,51;7;4,51
9,15;4,52;7;4,52
9,2;4,49;7;4,49
9,25;4,49;7;4,49
9,3;4,5;7;4,5
9,35;4,5;7;4,5
9,4;4,52;7;4,52
9,45;4,52;7;4,52
9,5;4,54;7;4,54
9,55;4,51;7;4,51
9,6;4,55;7;4,55
9,65;4,54;7;4,54
9,7;4,55;7;4,55
9,75;4,55;7;4,55
9,8;4,56;7;4,56
9,85000000000001;4,6;7;4,6
9,90000000000001;4,57;7;4,57
9,95000000000001;4,6;7;4,6
10;4,57;7;4,57
10,05;4,55;7;4,55
10,1;4,58;7;4,58
10,15;4,56;7;4,56
10,2;4,59;7;4,59
10,25;4,54;7;4,54
10,3;4,55;7;4,55
10,35;4,54;7;4,54
10,4;4,54;7;4,54
10,45;4,53;7;4,53
10,5;4,52;7;4,52
10,55;4,52;7;4,52
10,6;4,49;7;4,49
10,65;4,52;7;4,52
10,7;4,52;7;4,52
10,75;4,54;7;4,54
10,8;4,52;7;4,52
10,85;4,52;7;4,52
10,9;4,53;7;4,53
10,95;4,58;7;4,58
11;4,57;7;4,57
11,05;4,55;7;4,55
11,1;4,56;7;4,56
11,15;4,55;7;4,55
11,2;4,6;7;4,6
11,25;4,56;7;4,56
11,3;4,56;7;4,56
11,35;4,52;7;4,52
11,4;4,55;7;4,55
11,45;4,54;7;4,54
11,5;4,53;7;4,53
11,55;4,52;7;4,52
11,6;4,52;7;4,52
11,65;4,54;7;4,54
11,7;4,5;7;4,5
11,75;4,54;7;4,54
11,8;4,49;7;4,49
11,85;4,49;7;4,49
11,9;4,48;7;4,48
11,95;4,5;7;4,5
12;4,5;7;4,5
12,05;4,5;7;4,5
12,1;4,53;7;4,53
12,15;4,5;7;4,5
12,2;4,54;7;4,54
12,25;4,53;7;4,53
12,3;4,56;7;4,56
12,35;4,55;7;4,55
